X,Y,extra,nesting,num_operands
[SM[MAX40][MIN01]],4,no,2,2
[MIN[SM38][SM37]],0,no,2,2
[SM[SM59][SM77]],8,no,2,2
[MAX[MAX93][MAX53]],9,no,2,2
[MAX[SM19][MAX82]],8,no,2,2
[MAX[MIN89][SM39]],8,no,2,2
[SM[SM90][SM61]],6,no,2,2
[SM[MIN82][MAX03]],5,no,2,2
[SM[SM27][MIN22]],1,no,2,2
[MIN[SM00][MIN23]],0,no,2,2
[SM[MAX64][SM00]],6,no,2,2
[SM[MIN97][MIN24]],9,no,2,2
[MAX[MIN62][MIN16]],2,no,2,2
[MIN[MIN54][MIN53]],3,no,2,2
[SM[SM58][SM42]],9,no,2,2
[MIN[MIN25][SM19]],0,no,2,2
[MAX[MAX08][MAX66]],8,no,2,2
[MAX[SM56][MIN41]],1,no,2,2
[MAX[SM87][MIN90]],5,no,2,2
[MIN[MIN41][MIN28]],1,no,2,2
[SM[MIN83][MAX52]],8,no,2,2
[MAX[SM26][MAX33]],8,no,2,2
[MAX[MIN89][SM66]],8,no,2,2
[SM[MAX73][MIN63]],0,no,2,2
[MIN[SM87][MIN83]],3,no,2,2
[SM[MIN66][SM42]],2,no,2,2
[SM[MIN82][MAX80]],0,no,2,2
[MIN[MIN84][MIN92]],2,no,2,2
[SM[MAX32][MIN58]],8,no,2,2
[SM[SM72][SM44]],7,no,2,2
[SM[MIN11][MIN63]],4,no,2,2
[MAX[SM57][MAX48]],8,no,2,2
[MIN[SM93][MAX25]],2,no,2,2
[MAX[MIN88][MIN70]],8,no,2,2
[MAX[SM99][MIN63]],8,no,2,2
[MIN[SM25][MAX33]],3,no,2,2
[SM[MIN53][MAX63]],9,no,2,2
[MIN[MIN17][MAX64]],1,no,2,2
[SM[MAX40][SM60]],0,no,2,2
[MAX[MIN02][MAX78]],8,no,2,2
[SM[SM28][MAX94]],9,no,2,2
[MIN[MAX69][MIN59]],5,no,2,2
[MAX[MAX09][SM46]],9,no,2,2
[SM[SM58][SM27]],2,no,2,2
[SM[MAX71][MIN41]],8,no,2,2
[MIN[SM66][MIN71]],1,no,2,2
[SM[SM70][MAX78]],5,no,2,2
[MAX[MIN07][SM06]],6,no,2,2
[SM[MIN41][MIN05]],1,no,2,2
[MIN[MIN70][SM78]],0,no,2,2
[MIN[MIN86][MAX25]],5,no,2,2
[MAX[MIN00][SM24]],6,no,2,2
[MIN[SM05][MIN46]],4,no,2,2
[MAX[SM95][MAX53]],5,no,2,2
[MIN[MIN49][MAX25]],4,no,2,2
[SM[MAX48][MAX90]],7,no,2,2
[MAX[SM12][SM72]],9,no,2,2
[MAX[MIN68][MAX55]],6,no,2,2
[MAX[MAX80][MAX69]],9,no,2,2
[SM[MAX37][MIN68]],3,no,2,2
[MAX[SM51][SM28]],6,no,2,2
[SM[MIN15][MAX11]],2,no,2,2
[MAX[SM11][MIN68]],6,no,2,2
[MAX[MIN41][SM59]],4,no,2,2
[MIN[MAX72][MIN56]],5,no,2,2
[MAX[SM73][MIN62]],2,no,2,2
[SM[MIN37][MIN05]],3,no,2,2
[MAX[MIN38][MAX61]],6,no,2,2
[MAX[MIN87][MIN52]],7,no,2,2
[MIN[MIN38][SM44]],3,no,2,2
[SM[SM43][MIN63]],0,no,2,2
[MAX[MAX54][MAX69]],9,no,2,2
[SM[MIN57][MAX30]],8,no,2,2
[MIN[MIN34][MIN00]],0,no,2,2
[MIN[MIN22][MIN49]],2,no,2,2
[SM[MIN70][MIN43]],3,no,2,2
[MAX[SM15][MAX31]],6,no,2,2
[MAX[MAX79][MIN67]],9,no,2,2
[SM[MAX02][MIN42]],4,no,2,2
[MAX[MAX35][SM46]],5,no,2,2
[SM[MAX02][MAX80]],0,no,2,2
[MAX[MAX15][SM14]],5,no,2,2
[SM[MIN70][SM86]],4,no,2,2
[MAX[MIN52][SM31]],4,no,2,2
[MAX[SM39][SM41]],5,no,2,2
[MAX[SM91][SM11]],2,no,2,2
[MAX[SM10][MIN29]],2,no,2,2
[MIN[MIN83][SM98]],3,no,2,2
[MAX[MIN22][SM95]],4,no,2,2
[MIN[MAX05][MIN00]],0,no,2,2
[SM[SM66][MAX63]],8,no,2,2
[MAX[MAX31][MIN30]],3,no,2,2
[MIN[MIN31][MAX69]],1,no,2,2
[SM[SM20][MIN56]],7,no,2,2
[MIN[MAX22][SM13]],2,no,2,2
[MAX[MAX30][MIN89]],8,no,2,2
[MAX[MAX03][MIN63]],3,no,2,2
[MAX[MAX00][SM38]],1,no,2,2
[SM[MAX71][SM17]],5,no,2,2
[MIN[MIN31][SM12]],1,no,2,2
[MAX[SM18][MAX83]],9,no,2,2
[MIN[MIN21][MAX46]],1,no,2,2
[MAX[MIN21][MIN38]],3,no,2,2
[SM[SM93][SM20]],4,no,2,2
[MAX[SM53][SM37]],8,no,2,2
[SM[SM68][MIN04]],4,no,2,2
[MAX[SM66][MIN19]],2,no,2,2
[MIN[SM48][MAX79]],2,no,2,2
[MIN[SM38][MAX80]],1,no,2,2
[MAX[MAX95][MAX87]],9,no,2,2
[SM[MAX36][SM57]],8,no,2,2
[MIN[MAX14][SM09]],4,no,2,2
[MIN[SM80][MAX97]],8,no,2,2
[MIN[MIN50][SM03]],0,no,2,2
[MIN[MIN80][SM51]],0,no,2,2
[SM[MIN02][MAX69]],9,no,2,2
[MIN[MAX05][MAX73]],5,no,2,2
[SM[MAX47][MAX62]],3,no,2,2
[MAX[MIN18][SM33]],6,no,2,2
[SM[MAX49][MAX29]],8,no,2,2
[SM[SM72][MIN65]],4,no,2,2
[MAX[MIN83][SM08]],8,no,2,2
[MAX[MIN12][SM80]],8,no,2,2
[SM[MAX78][MIN35]],1,no,2,2
[MIN[MIN57][SM01]],1,no,2,2
[SM[MIN28][SM08]],0,no,2,2
[MIN[SM80][MAX13]],3,no,2,2
[MIN[SM28][SM73]],0,no,2,2
[SM[MIN76][MIN99]],5,no,2,2
[MIN[MIN18][SM89]],1,no,2,2
[SM[MAX09][SM34]],6,no,2,2
[SM[MIN14][MAX41]],5,no,2,2
[SM[MIN16][MIN74]],5,no,2,2
[MAX[MIN94][SM24]],6,no,2,2
[MAX[MAX22][MIN38]],3,no,2,2
[SM[MIN35][MIN65]],8,no,2,2
[MIN[MIN30][SM65]],0,no,2,2
[SM[MIN64][SM09]],3,no,2,2
[MIN[MIN30][MIN44]],0,no,2,2
[SM[MAX87][MAX43]],2,no,2,2
[SM[MIN00][MIN02]],0,no,2,2
[SM[MAX71][SM72]],6,no,2,2
[MIN[SM79][MAX14]],4,no,2,2
[SM[MIN56][MAX86]],3,no,2,2
[SM[MAX34][SM68]],8,no,2,2
[MAX[MIN69][MIN70]],6,no,2,2
[MIN[SM81][SM22]],4,no,2,2
[MIN[SM39][MIN96]],2,no,2,2
[MAX[MIN32][MAX91]],9,no,2,2
[MAX[MAX71][MAX72]],7,no,2,2
[MAX[SM52][MAX17]],7,no,2,2
[MIN[MIN66][MIN70]],0,no,2,2
[MAX[SM96][MIN86]],6,no,2,2
[MAX[MAX23][SM36]],9,no,2,2
[MAX[SM45][MAX32]],9,no,2,2
[MAX[SM70][MIN61]],7,no,2,2
[SM[SM78][MAX92]],4,no,2,2
[MAX[SM80][MAX74]],8,no,2,2
[MAX[MAX90][MIN80]],9,no,2,2
[MAX[MIN99][SM58]],9,no,2,2
[MAX[MAX93][SM52]],9,no,2,2
[SM[MIN78][MAX85]],5,no,2,2
[MIN[MIN87][SM29]],1,no,2,2
[SM[SM48][MIN14]],3,no,2,2
[SM[MIN75][MIN01]],5,no,2,2
[SM[SM45][MIN51]],0,no,2,2
[MIN[MIN19][MAX25]],1,no,2,2
[MAX[MAX62][MAX75]],7,no,2,2
[SM[MAX25][MAX26]],1,no,2,2
[MIN[SM42][MIN75]],5,no,2,2
[MIN[MIN91][SM55]],0,no,2,2
[MAX[SM86][SM95]],4,no,2,2
[SM[MAX55][MAX34]],9,no,2,2
[MAX[MIN60][SM32]],5,no,2,2
[MIN[MIN14][MAX58]],1,no,2,2
[MIN[MIN94][MIN99]],4,no,2,2
[SM[MIN92][MAX41]],6,no,2,2
[MAX[MAX40][SM09]],9,no,2,2
[MAX[MAX83][MIN44]],8,no,2,2
[MIN[MAX08][MAX94]],8,no,2,2
[MIN[SM99][MIN60]],0,no,2,2
[MAX[SM47][MAX19]],9,no,2,2
[SM[MAX64][SM51]],2,no,2,2
[MIN[MIN07][MIN64]],0,no,2,2
[SM[MAX63][SM54]],5,no,2,2
[SM[MAX49][SM97]],5,no,2,2
[MAX[SM99][MAX12]],8,no,2,2
[MIN[SM75][SM80]],2,no,2,2
[MAX[MAX68][SM41]],8,no,2,2
[SM[MAX28][MAX88]],6,no,2,2
[MAX[SM08][SM80]],8,no,2,2
[MIN[MIN08][SM33]],0,no,2,2
[SM[SM15][MAX04]],0,no,2,2
[MIN[MAX01][MIN91]],1,no,2,2
[MIN[MIN63][SM51]],3,no,2,2
[MAX[MAX99][MIN20]],9,no,2,2
[MIN[SM54][SM83]],1,no,2,2
[SM[SM84][MIN49]],6,no,2,2
[MAX[SM48][SM28]],2,no,2,2
[MAX[SM04][MAX99]],9,no,2,2
[MAX[SM59][SM16]],7,no,2,2
[SM[SM66][MIN03]],2,no,2,2
[MAX[MAX35][SM04]],5,no,2,2
[MIN[MIN77][SM29]],1,no,2,2
[MIN[SM64][SM73]],0,no,2,2
[MIN[MAX19][MIN93]],3,no,2,2
[MAX[MAX69][SM11]],9,no,2,2
[MAX[MAX80][SM68]],8,no,2,2
[SM[SM97][MIN89]],4,no,2,2
[MIN[MIN11][MAX48]],1,no,2,2
[SM[MIN27][MIN23]],4,no,2,2
[SM[MAX90][MIN12]],0,no,2,2
[SM[SM73][MAX05]],5,no,2,2
[MAX[SM85][MAX00]],3,no,2,2
[SM[MIN02][SM40]],4,no,2,2
[MIN[MIN03][MAX49]],0,no,2,2
[SM[SM48][MIN13]],3,no,2,2
[MIN[MIN18][MAX80]],1,no,2,2
[MAX[MAX24][SM25]],7,no,2,2
[SM[MAX03][MAX13]],6,no,2,2
[MAX[MAX77][SM30]],7,no,2,2
[MAX[MAX07][MAX41]],7,no,2,2
[MAX[MAX46][MIN92]],6,no,2,2
[MAX[MIN85][MIN19]],5,no,2,2
[MAX[MIN20][MIN14]],1,no,2,2
[MAX[MAX07][SM07]],7,no,2,2
[MIN[SM36][MIN91]],1,no,2,2
[MAX[MAX19][MAX87]],9,no,2,2
[SM[MIN34][MIN87]],0,no,2,2
[MIN[SM54][MIN57]],5,no,2,2
[SM[MIN01][MAX48]],8,no,2,2
[MIN[SM18][MAX90]],9,no,2,2
[MIN[SM46][MIN91]],0,no,2,2
[MAX[MIN44][MIN07]],4,no,2,2
[MIN[MAX49][MAX43]],4,no,2,2
[MIN[MAX76][MIN08]],0,no,2,2
[MAX[MAX76][MAX71]],7,no,2,2
[SM[MIN37][MAX34]],7,no,2,2
[MIN[MAX01][MIN17]],1,no,2,2
[MIN[MIN94][SM29]],1,no,2,2
[MIN[MIN71][MIN00]],0,no,2,2
[MAX[MAX32][MIN31]],3,no,2,2
[MIN[SM29][MAX15]],1,no,2,2
[MAX[SM54][MAX06]],9,no,2,2
[MAX[SM89][MAX37]],7,no,2,2
[MIN[MAX50][MAX50]],5,no,2,2
[SM[SM95][MIN22]],6,no,2,2
[SM[MAX73][MIN28]],9,no,2,2
[MIN[MIN00][MAX49]],0,no,2,2
[SM[MAX82][MIN10]],8,no,2,2
[MAX[SM09][MAX76]],9,no,2,2
[SM[MAX02][SM74]],3,no,2,2
[SM[MAX92][MAX54]],4,no,2,2
[MAX[SM45][MIN29]],9,no,2,2
[SM[MAX71][MIN76]],3,no,2,2
[SM[MIN23][MIN15]],3,no,2,2
[MIN[SM96][MIN95]],5,no,2,2
[MIN[MAX09][MIN50]],0,no,2,2
[MAX[SM29][MIN58]],5,no,2,2
[SM[MIN69][MAX50]],1,no,2,2
[MAX[MAX11][MIN85]],5,no,2,2
[MAX[SM20][MAX46]],6,no,2,2
[MIN[MIN04][SM98]],0,no,2,2
[MIN[MIN61][MIN38]],1,no,2,2
[MAX[SM57][MAX49]],9,no,2,2
[MIN[MIN47][MAX02]],2,no,2,2
[MAX[SM75][MAX38]],8,no,2,2
[MAX[SM67][MAX44]],4,no,2,2
[MAX[MAX63][SM28]],6,no,2,2
[SM[MIN84][MIN93]],7,no,2,2
[MIN[SM17][SM43]],7,no,2,2
[SM[MIN50][SM52]],7,no,2,2
[MAX[SM86][MAX02]],4,no,2,2
[MIN[SM47][MIN36]],1,no,2,2
[MIN[MAX48][SM89]],7,no,2,2
[SM[MIN27][MAX49]],1,no,2,2
[SM[MIN93][SM63]],2,no,2,2
[SM[SM66][MAX38]],0,no,2,2
[MAX[MIN02][MIN94]],4,no,2,2
[MAX[MAX64][MIN05]],6,no,2,2
[MIN[SM69][MIN43]],3,no,2,2
[MIN[MAX54][MAX06]],5,no,2,2
[MAX[SM91][MIN28]],2,no,2,2
[MIN[MIN67][SM28]],0,no,2,2
[SM[SM63][MAX27]],6,no,2,2
[MIN[MAX31][SM68]],3,no,2,2
[SM[MIN64][SM35]],2,no,2,2
[MAX[MIN09][SM46]],0,no,2,2
[MIN[MIN89][MIN84]],4,no,2,2
[MAX[MAX65][MIN59]],6,no,2,2
[MIN[SM62][MIN71]],1,no,2,2
[MAX[SM77][MAX76]],7,no,2,2
[MAX[SM91][MAX46]],6,no,2,2
[MIN[SM80][SM30]],3,no,2,2
[MIN[SM94][MIN74]],3,no,2,2
[MAX[SM39][SM67]],3,no,2,2
[MIN[MIN21][MIN88]],1,no,2,2
[MAX[SM48][SM16]],7,no,2,2
[SM[MIN52][MAX26]],8,no,2,2
[MIN[MIN62][MIN48]],2,no,2,2
[MAX[SM40][SM20]],4,no,2,2
[MAX[MIN27][MAX88]],8,no,2,2
[SM[MIN01][MAX34]],4,no,2,2
[MAX[MAX36][MAX60]],6,no,2,2
[MAX[MAX05][MIN12]],5,no,2,2
[MIN[MIN21][MIN79]],1,no,2,2
[SM[MIN28][SM29]],3,no,2,2
[SM[MIN27][SM78]],7,no,2,2
[MIN[SM62][MIN56]],5,no,2,2
[MIN[MIN14][MIN22]],1,no,2,2
[MIN[MIN01][MIN88]],0,no,2,2
[SM[SM08][MAX02]],0,no,2,2
[MIN[MIN27][SM86]],2,no,2,2
[SM[SM83][MIN44]],5,no,2,2
[MAX[MAX70][SM28]],7,no,2,2
[MIN[MIN99][MIN12]],1,no,2,2
[SM[SM02][SM31]],6,no,2,2
[MAX[MAX89][MAX55]],9,no,2,2
[MIN[SM35][SM63]],8,no,2,2
[MAX[SM55][MAX92]],9,no,2,2
[MAX[MAX53][MIN30]],5,no,2,2
[MAX[SM20][SM99]],8,no,2,2
[MAX[MAX01][MIN96]],6,no,2,2
[SM[SM52][MIN83]],0,no,2,2
[MAX[MIN59][SM18]],9,no,2,2
[SM[SM33][MAX04]],0,no,2,2
[MIN[MIN11][SM41]],1,no,2,2
[MAX[SM02][MAX34]],4,no,2,2
[MIN[MAX81][MIN84]],4,no,2,2
[SM[SM24][MIN40]],6,no,2,2
[MAX[SM60][MAX25]],6,no,2,2
[MAX[MAX56][SM74]],6,no,2,2
[MAX[MAX68][SM72]],9,no,2,2
[MAX[SM13][SM22]],4,no,2,2
[SM[MAX92][MAX70]],6,no,2,2
[MIN[MAX60][SM20]],2,no,2,2
[MAX[MAX00][SM98]],7,no,2,2
[MAX[SM99][MAX77]],8,no,2,2
[SM[SM88][MAX93]],5,no,2,2
[MIN[SM61][MIN85]],5,no,2,2
[MIN[MIN23][MIN89]],2,no,2,2
[MAX[MAX96][SM42]],9,no,2,2
[MAX[MIN26][SM79]],6,no,2,2
[MAX[MIN62][MIN22]],2,no,2,2
[MAX[MAX40][MAX39]],9,no,2,2
[SM[SM40][MAX25]],9,no,2,2
[MIN[MIN63][MAX50]],3,no,2,2
[SM[SM55][SM75]],2,no,2,2
[MAX[MAX22][SM79]],6,no,2,2
[MIN[MAX38][SM79]],6,no,2,2
[MIN[MIN84][SM25]],4,no,2,2
[SM[MAX37][SM86]],1,no,2,2
[MAX[MAX70][MAX03]],7,no,2,2
[MAX[MAX52][SM13]],5,no,2,2
[SM[SM18][MIN55]],4,no,2,2
[MIN[SM70][SM53]],7,no,2,2
[SM[MIN74][SM63]],3,no,2,2
[MIN[MAX40][MAX77]],4,no,2,2
[SM[SM48][MIN69]],8,no,2,2
[MIN[MIN62][MIN67]],2,no,2,2
[MIN[MAX02][MAX10]],1,no,2,2
[MIN[SM56][MAX42]],1,no,2,2
[MIN[MIN19][MAX80]],1,no,2,2
[SM[MAX65][MIN57]],1,no,2,2
[MAX[MAX19][MAX59]],9,no,2,2
[SM[MIN89][SM75]],0,no,2,2
[MAX[SM65][MAX64]],6,no,2,2
[MAX[MAX56][MAX60]],6,no,2,2
[MIN[MIN09][MIN68]],0,no,2,2
[MIN[SM66][SM54]],2,no,2,2
[MIN[MIN47][MIN85]],4,no,2,2
[MIN[MIN09][MIN02]],0,no,2,2
[MIN[MAX82][MAX95]],8,no,2,2
[MAX[MAX53][MIN55]],5,no,2,2
[MIN[MAX79][MIN33]],3,no,2,2
[MIN[MIN37][SM20]],2,no,2,2
[SM[MIN82][SM59]],6,no,2,2
[MAX[SM96][SM25]],7,no,2,2
[MIN[MAX77][SM59]],4,no,2,2
[SM[MIN11][MAX63]],7,no,2,2
[MAX[MIN52][MIN36]],3,no,2,2
[MAX[SM01][MIN86]],6,no,2,2
[MIN[MAX10][SM62]],1,no,2,2
[MAX[SM00][MIN89]],8,no,2,2
[MAX[SM68][MAX17]],7,no,2,2
[MIN[SM05][MIN57]],5,no,2,2
[SM[SM56][MAX92]],0,no,2,2
[MAX[SM49][MAX79]],9,no,2,2
[MAX[SM27][SM94]],9,no,2,2
[MAX[MIN32][SM89]],7,no,2,2
[SM[MIN06][MAX29]],9,no,2,2
[MAX[MAX44][MAX60]],6,no,2,2
[MIN[MAX82][MAX73]],7,no,2,2
[MIN[MAX32][MIN76]],3,no,2,2
[MIN[MIN77][MAX40]],4,no,2,2
[MAX[SM05][MIN46]],5,no,2,2
[SM[MAX08][MIN81]],9,no,2,2
[SM[MIN08][MIN54]],4,no,2,2
[MAX[SM17][MIN02]],8,no,2,2
[MAX[MAX79][MIN35]],9,no,2,2
[MAX[MIN18][MIN59]],5,no,2,2
[MIN[MAX77][MIN92]],2,no,2,2
[MIN[MAX04][MAX02]],2,no,2,2
[MAX[MAX02][MAX30]],3,no,2,2
[SM[MIN04][SM27]],9,no,2,2
[MAX[MIN51][MIN22]],2,no,2,2
[SM[SM25][SM89]],4,no,2,2
[MIN[MAX34][MAX94]],4,no,2,2
[SM[SM78][SM94]],8,no,2,2
[MAX[MIN22][SM02]],2,no,2,2
[MIN[MIN29][MAX19]],2,no,2,2
[MAX[SM61][MAX89]],9,no,2,2
[SM[MAX90][MAX60]],5,no,2,2
[MAX[MAX02][MIN09]],2,no,2,2
[MIN[SM95][MIN91]],1,no,2,2
[MAX[MAX75][SM99]],8,no,2,2
[MAX[SM86][MAX35]],5,no,2,2
[SM[MAX98][MIN50]],9,no,2,2
[MAX[MIN59][MIN46]],5,no,2,2
[MIN[SM20][SM69]],2,no,2,2
[SM[SM00][MIN98]],8,no,2,2
[SM[MAX49][MIN25]],1,no,2,2
[MAX[MIN95][SM33]],6,no,2,2
[SM[MAX76][MAX69]],6,no,2,2
[MIN[SM06][MAX71]],6,no,2,2
[SM[MIN33][MAX78]],1,no,2,2
[MAX[MIN47][MIN83]],4,no,2,2
[MIN[MIN84][SM58]],3,no,2,2
[MAX[MAX18][MIN00]],8,no,2,2
[SM[MAX13][SM63]],2,no,2,2
[MIN[MIN30][MAX61]],0,no,2,2
[SM[MAX94][SM79]],5,no,2,2
[MIN[MAX71][MAX02]],2,no,2,2
[MAX[MIN84][MIN06]],4,no,2,2
[MIN[MAX75][MIN49]],4,no,2,2
[MIN[MAX46][MAX48]],6,no,2,2
[MAX[MAX73][MAX95]],9,no,2,2
[MAX[SM54][MAX08]],9,no,2,2
[MAX[SM61][MAX18]],8,no,2,2
[SM[MAX09][MAX07]],6,no,2,2
[MAX[SM67][MIN01]],3,no,2,2
[MIN[MIN55][MAX09]],5,no,2,2
[MIN[MAX79][SM56]],1,no,2,2
[SM[SM42][MAX82]],4,no,2,2
[MAX[MAX07][MAX49]],9,no,2,2
[SM[MAX80][MAX86]],6,no,2,2
[MIN[SM81][MAX95]],9,no,2,2
[MIN[MAX64][SM67]],3,no,2,2
[MAX[MAX06][SM89]],7,no,2,2
[MIN[MIN56][SM64]],0,no,2,2
[MIN[SM18][MIN28]],2,no,2,2
[MAX[MIN82][MIN60]],2,no,2,2
[MAX[SM10][SM90]],9,no,2,2
[MAX[MAX90][MIN99]],9,no,2,2
[SM[MIN74][MIN95]],9,no,2,2
[MAX[MIN45][MAX32]],4,no,2,2
[SM[SM45][SM96]],4,no,2,2
[SM[MIN98][MAX50]],3,no,2,2
[MIN[MAX05][MIN52]],2,no,2,2
[MIN[MAX16][SM98]],6,no,2,2
[MIN[SM62][SM66]],2,no,2,2
[SM[MIN92][MAX09]],1,no,2,2
[SM[SM70][SM13]],1,no,2,2
[MIN[MAX13][MAX26]],3,no,2,2
[MIN[SM78][MAX17]],5,no,2,2
[MAX[MAX23][MIN73]],3,no,2,2
[SM[MAX71][MIN55]],2,no,2,2
[MIN[MAX81][MIN34]],3,no,2,2
[MIN[SM34][MAX80]],7,no,2,2
[MIN[SM70][MIN56]],5,no,2,2
[MIN[SM95][MAX96]],4,no,2,2
[MIN[SM88][SM97]],6,no,2,2
[MIN[MAX43][MIN36]],3,no,2,2
[MAX[MIN26][SM23]],5,no,2,2
[SM[MIN95][MAX21]],7,no,2,2
[MIN[MAX10][MIN70]],0,no,2,2
[MIN[SM07][MAX64]],6,no,2,2
[MAX[MIN03][MAX90]],9,no,2,2
[SM[SM52][SM61]],4,no,2,2
[SM[SM78][MIN60]],5,no,2,2
[SM[MIN48][SM86]],8,no,2,2
[MIN[MIN12][MAX11]],1,no,2,2
[MIN[SM77][SM80]],4,no,2,2
[SM[SM91][MIN40]],0,no,2,2
[MAX[MIN28][SM03]],3,no,2,2
[MIN[MAX49][MIN84]],4,no,2,2
[SM[MIN25][SM39]],4,no,2,2
[MAX[SM69][MIN80]],5,no,2,2
[MAX[MIN60][MAX50]],5,no,2,2
[SM[MIN42][MIN92]],4,no,2,2
[MAX[MIN11][MAX32]],3,no,2,2
[MIN[MAX18][MIN38]],3,no,2,2
[MIN[MIN60][MIN12]],0,no,2,2
[SM[SM14][MAX48]],3,no,2,2
[SM[MAX36][MIN13]],7,no,2,2
[MAX[MAX96][MIN78]],9,no,2,2
[MAX[MAX21][MAX12]],2,no,2,2
[SM[MAX15][MIN32]],7,no,2,2
[SM[MIN49][MIN74]],8,no,2,2
[MAX[MIN10][SM47]],1,no,2,2
[MIN[MAX04][SM84]],2,no,2,2
[SM[MAX23][SM58]],6,no,2,2
[SM[SM89][MIN55]],2,no,2,2
[MIN[MAX85][MIN66]],6,no,2,2
[MAX[SM95][SM61]],7,no,2,2
[MAX[MIN53][MIN21]],3,no,2,2
[SM[MIN38][MAX18]],1,no,2,2
[SM[MAX26][MAX35]],1,no,2,2
[SM[MAX18][SM06]],4,no,2,2
[SM[MIN57][SM69]],0,no,2,2
[MIN[MAX37][MAX72]],7,no,2,2
[MIN[MIN45][MAX20]],2,no,2,2
[MIN[MAX14][MIN49]],4,no,2,2
[SM[MIN42][MIN75]],7,no,2,2
[MAX[MIN20][SM82]],0,no,2,2
[MAX[SM43][SM59]],7,no,2,2
[MAX[MIN97][MAX63]],7,no,2,2
[SM[MIN76][MAX95]],5,no,2,2
[MIN[SM53][MAX66]],6,no,2,2
[MAX[MIN18][MAX44]],4,no,2,2
[MIN[MAX75][SM28]],0,no,2,2
[SM[MIN60][MAX33]],3,no,2,2
[MIN[MAX98][MIN64]],4,no,2,2
[MIN[MIN43][MIN11]],1,no,2,2
[MAX[SM47][MAX54]],5,no,2,2
[MAX[MIN08][SM37]],0,no,2,2
[SM[MIN02][SM95]],4,no,2,2
[MAX[SM69][MAX04]],5,no,2,2
[MIN[MAX77][SM45]],7,no,2,2
[MAX[MIN50][SM09]],9,no,2,2
[MAX[SM77][SM34]],7,no,2,2
[SM[MIN21][SM55]],1,no,2,2
[MAX[SM03][SM69]],5,no,2,2
[MAX[MAX31][SM36]],9,no,2,2
[SM[MIN77][SM90]],6,no,2,2
[MIN[MIN12][MIN80]],0,no,2,2
[SM[MAX27][SM28]],7,no,2,2
[SM[SM97][MIN96]],2,no,2,2
[MIN[MIN73][MIN95]],3,no,2,2
[SM[MIN19][SM02]],3,no,2,2
[MIN[SM60][SM19]],0,no,2,2
[SM[MAX91][MAX13]],2,no,2,2
[MIN[MAX93][SM07]],7,no,2,2
[SM[MIN69][SM23]],1,no,2,2
[MIN[MAX66][MAX24]],4,no,2,2
[MAX[SM20][MIN00]],2,no,2,2
[SM[SM54][SM94]],2,no,2,2
[SM[MIN75][MAX70]],2,no,2,2
[MAX[MIN96][SM30]],6,no,2,2
[SM[MIN06][SM85]],3,no,2,2
[MIN[MAX33][MAX92]],3,no,2,2
[MIN[MIN49][MAX21]],2,no,2,2
[MIN[MAX59][MIN53]],3,no,2,2
[MAX[MAX78][MIN37]],8,no,2,2
[MIN[MAX18][MAX55]],5,no,2,2
[MAX[MAX04][MAX54]],5,no,2,2
[MIN[MAX99][MAX80]],8,no,2,2
[SM[SM43][SM41]],2,no,2,2
[SM[MAX15][MIN15]],6,no,2,2
[SM[MAX64][MAX63]],2,no,2,2
[SM[MIN84][MIN43]],7,no,2,2
[SM[SM57][MAX83]],0,no,2,2
[MIN[MIN91][MIN12]],1,no,2,2
[SM[MIN92][SM51]],8,no,2,2
[SM[MIN55][SM37]],5,no,2,2
[MIN[MAX20][MAX68]],2,no,2,2
[SM[MAX36][SM71]],4,no,2,2
[MIN[MIN42][MAX15]],2,no,2,2
[SM[MIN51][MAX29]],0,no,2,2
[MIN[SM25][MIN27]],2,no,2,2
[MIN[MAX70][SM09]],7,no,2,2
[MAX[MIN54][MIN33]],4,no,2,2
[MAX[MIN80][MIN13]],1,no,2,2
[MIN[MAX04][MIN46]],4,no,2,2
[MAX[MIN36][MIN95]],5,no,2,2
[SM[MIN53][MAX95]],2,no,2,2
[MIN[MIN73][SM95]],3,no,2,2
[MAX[MAX31][MIN80]],3,no,2,2
[MAX[MAX71][SM91]],7,no,2,2
[MAX[MIN47][MAX57]],7,no,2,2
[SM[MIN60][SM96]],5,no,2,2
[MAX[MIN29][MIN23]],2,no,2,2
[SM[SM34][MAX31]],0,no,2,2
[SM[MAX46][MAX20]],8,no,2,2
[SM[MIN13][SM59]],5,no,2,2
[MAX[SM30][MAX87]],8,no,2,2
[MAX[SM97][MIN04]],6,no,2,2
[MAX[MAX63][MIN48]],6,no,2,2
[MIN[MAX78][MAX28]],8,no,2,2
[SM[MAX49][MAX91]],8,no,2,2
[MIN[SM53][MIN80]],0,no,2,2
[MAX[SM99][SM75]],8,no,2,2
[MAX[MAX62][SM73]],6,no,2,2
[MIN[MIN81][MAX91]],1,no,2,2
[SM[MIN91][MAX16]],7,no,2,2
[MIN[SM19][SM77]],0,no,2,2
[MAX[SM47][MAX46]],6,no,2,2
[MAX[MAX37][MAX35]],7,no,2,2
[MAX[MIN21][MIN43]],3,no,2,2
[MAX[SM68][MIN95]],5,no,2,2
[MIN[MIN69][MIN37]],3,no,2,2
[MAX[MAX72][SM20]],7,no,2,2
[MIN[MIN94][MAX86]],4,no,2,2
[MAX[MIN61][SM49]],3,no,2,2
[SM[MIN86][SM54]],5,no,2,2
[MAX[SM30][MAX62]],6,no,2,2
