X,Y,extra,nesting,num_operands
[MAX[MAX89]9],[MAX89],easy,2,2
[MIN3[SM37]],[SM37],easy,2,2
[MIN8[MAX40]],[MAX40],easy,2,2
[MAX0[SM84]],[SM84],easy,2,2
[MAX[SM28]6],[SM28],easy,2,2
[SM9[SM51]],[SM51],easy,2,2
[MAX0[SM53]],[SM53],easy,2,2
[MIN[MAX52]3],[MAX52],easy,2,2
[MIN[MIN54]8],[MIN54],easy,2,2
[MAX[MIN13]7],[MIN13],easy,2,2
[SM3[SM46]],[SM46],easy,2,2
[MIN3[MAX94]],[MAX94],easy,2,2
[SM8[MAX03]],[MAX03],easy,2,2
[SM[MIN57]0],[MIN57],easy,2,2
[MAX8[SM38]],[SM38],easy,2,2
[MIN[MIN11]6],[MIN11],easy,2,2
[MAX7[SM61]],[SM61],easy,2,2
[SM[SM45]6],[SM45],easy,2,2
[MIN[MIN57]8],[MIN57],easy,2,2
[SM[MIN90]5],[MIN90],easy,2,2
[MAX[MAX18]3],[MAX18],easy,2,2
[MAX6[SM38]],[SM38],easy,2,2
[MAX[MIN20]4],[MIN20],easy,2,2
[MAX[MIN02]3],[MIN02],easy,2,2
[SM[MAX79]6],[MAX79],easy,2,2
[SM3[MAX30]],[MAX30],easy,2,2
[MIN7[SM65]],[SM65],easy,2,2
[MAX2[MAX44]],[MAX44],easy,2,2
[MAX1[MAX63]],[MAX63],easy,2,2
[MAX9[SM29]],[SM29],easy,2,2
[SM[MAX35]5],[MAX35],easy,2,2
[MIN0[MAX08]],[MAX08],easy,2,2
[SM[MIN82]4],[MIN82],easy,2,2
[MIN6[SM10]],[SM10],easy,2,2
[MIN0[SM47]],[SM47],easy,2,2
[MIN[SM97]3],[SM97],easy,2,2
[MAX[SM40]0],[SM40],easy,2,2
[MAX7[SM42]],[SM42],easy,2,2
[MIN[MAX28]6],[MAX28],easy,2,2
[MIN4[SM68]],[SM68],easy,2,2
[MIN[MIN01]6],[MIN01],easy,2,2
[MAX[MAX38]1],[MAX38],easy,2,2
[MAX[MAX30]0],[MAX30],easy,2,2
[SM[SM08]2],[SM08],easy,2,2
[SM[MIN44]5],[MIN44],easy,2,2
[SM1[MIN94]],[MIN94],easy,2,2
[SM[MAX29]0],[MAX29],easy,2,2
[SM7[MIN69]],[MIN69],easy,2,2
[SM[SM78]4],[SM78],easy,2,2
[MAX[MIN17]7],[MIN17],easy,2,2
[MIN[MAX19]3],[MAX19],easy,2,2
[MIN4[MIN08]],[MIN08],easy,2,2
[MAX2[MAX54]],[MAX54],easy,2,2
[SM2[SM37]],[SM37],easy,2,2
[MAX9[MAX16]],[MAX16],easy,2,2
[MAX[SM74]1],[SM74],easy,2,2
[SM[SM82]1],[SM82],easy,2,2
[SM2[MIN31]],[MIN31],easy,2,2
[MIN[MIN53]9],[MIN53],easy,2,2
[MAX6[MIN72]],[MIN72],easy,2,2
[MAX[MIN85]5],[MIN85],easy,2,2
[MAX6[SM84]],[SM84],easy,2,2
[MAX8[MAX41]],[MAX41],easy,2,2
[SM4[MAX34]],[MAX34],easy,2,2
[MAX6[SM23]],[SM23],easy,2,2
[MIN[MIN98]9],[MIN98],easy,2,2
[MAX8[SM97]],[SM97],easy,2,2
[MIN[MAX24]5],[MAX24],easy,2,2
[MIN[SM30]6],[SM30],easy,2,2
[MAX[SM30]7],[SM30],easy,2,2
[MIN6[SM47]],[SM47],easy,2,2
[MAX[MAX90]3],[MAX90],easy,2,2
[SM7[MAX54]],[MAX54],easy,2,2
[SM[MAX08]6],[MAX08],easy,2,2
[MIN[MIN45]9],[MIN45],easy,2,2
[MAX[MAX36]2],[MAX36],easy,2,2
[SM0[MIN36]],[MIN36],easy,2,2
[SM[SM18]1],[SM18],easy,2,2
[SM[MAX96]6],[MAX96],easy,2,2
[SM[SM98]9],[SM98],easy,2,2
[SM[MAX13]5],[MAX13],easy,2,2
[MAX6[MAX29]],[MAX29],easy,2,2
[SM[MIN42]3],[MIN42],easy,2,2
[MAX[MIN20]5],[MIN20],easy,2,2
[MAX8[MAX53]],[MAX53],easy,2,2
[MIN[MIN76]9],[MIN76],easy,2,2
[SM4[MIN73]],[MIN73],easy,2,2
[MAX9[SM68]],[SM68],easy,2,2
[MAX1[MIN09]],[MIN09],easy,2,2
[MIN6[SM17]],[SM17],easy,2,2
[SM[MAX32]9],[MAX32],easy,2,2
[MIN4[MAX82]],[MAX82],easy,2,2
[SM1[SM26]],[SM26],easy,2,2
[SM1[MAX39]],[MAX39],easy,2,2
[MAX[SM21]9],[SM21],easy,2,2
[MAX[MIN69]8],[MIN69],easy,2,2
[MIN[MIN17]9],[MIN17],easy,2,2
[MAX0[MIN37]],[MIN37],easy,2,2
[MIN[SM65]7],[SM65],easy,2,2
[SM[SM32]1],[SM32],easy,2,2
[SM[MAX78]9],[MAX78],easy,2,2
[MIN1[MAX45]],[MAX45],easy,2,2
[SM3[MAX48]],[MAX48],easy,2,2
[SM7[MIN43]],[MIN43],easy,2,2
[MIN[SM68]2],[SM68],easy,2,2
[MAX0[MIN55]],[MIN55],easy,2,2
[SM[SM14]4],[SM14],easy,2,2
[MIN1[MAX35]],[MAX35],easy,2,2
[MIN4[SM84]],[SM84],easy,2,2
[MIN8[SM97]],[SM97],easy,2,2
[SM7[MAX90]],[MAX90],easy,2,2
[MIN[MAX33]0],[MAX33],easy,2,2
[SM7[MIN61]],[MIN61],easy,2,2
[MIN[MIN28]6],[MIN28],easy,2,2
[SM2[SM70]],[SM70],easy,2,2
[MAX[MAX72]9],[MAX72],easy,2,2
[SM0[MIN20]],[MIN20],easy,2,2
[MAX[SM01]7],[SM01],easy,2,2
[MAX[MAX65]7],[MAX65],easy,2,2
[MAX6[MAX56]],[MAX56],easy,2,2
[MAX[MIN71]1],[MIN71],easy,2,2
[MAX[SM93]4],[SM93],easy,2,2
[MIN6[MAX02]],[MAX02],easy,2,2
[MIN[SM49]3],[SM49],easy,2,2
[MAX3[MAX10]],[MAX10],easy,2,2
[MAX[MAX32]1],[MAX32],easy,2,2
[MAX[MAX51]1],[MAX51],easy,2,2
[MIN7[MAX43]],[MAX43],easy,2,2
[MIN4[SM45]],[SM45],easy,2,2
[MIN[SM17]7],[SM17],easy,2,2
[MIN[SM40]6],[SM40],easy,2,2
[MAX8[MAX11]],[MAX11],easy,2,2
[MAX[SM17]0],[SM17],easy,2,2
[SM1[MAX15]],[MAX15],easy,2,2
[MAX3[MIN58]],[MIN58],easy,2,2
[MIN[MIN82]1],[MIN82],easy,2,2
[MAX[MIN62]0],[MIN62],easy,2,2
[SM7[SM98]],[SM98],easy,2,2
[SM9[MAX22]],[MAX22],easy,2,2
[MIN[SM98]2],[SM98],easy,2,2
[MAX[MIN07]1],[MIN07],easy,2,2
[MAX[MAX81]7],[MAX81],easy,2,2
[MIN6[MAX75]],[MAX75],easy,2,2
[MIN0[MIN57]],[MIN57],easy,2,2
[MIN[SM56]7],[SM56],easy,2,2
[MAX[SM25]3],[SM25],easy,2,2
[MAX[SM53]3],[SM53],easy,2,2
[MIN[MIN30]8],[MIN30],easy,2,2
[MAX2[SM76]],[SM76],easy,2,2
[MIN[MAX35]4],[MAX35],easy,2,2
[MAX[MAX86]2],[MAX86],easy,2,2
[MAX[MAX58]0],[MAX58],easy,2,2
[SM[MIN91]5],[MIN91],easy,2,2
[MAX[MAX32]9],[MAX32],easy,2,2
[MIN[MIN46]2],[MIN46],easy,2,2
[SM1[MIN14]],[MIN14],easy,2,2
[SM1[MIN83]],[MIN83],easy,2,2
[MAX0[SM26]],[SM26],easy,2,2
[MIN[MAX67]2],[MAX67],easy,2,2
[MIN[MIN79]0],[MIN79],easy,2,2
[MIN2[MAX79]],[MAX79],easy,2,2
[SM[MAX43]0],[MAX43],easy,2,2
[MIN8[MAX42]],[MAX42],easy,2,2
[MIN[MIN65]4],[MIN65],easy,2,2
[SM[MIN11]0],[MIN11],easy,2,2
[MIN3[SM65]],[SM65],easy,2,2
[MIN[MAX25]7],[MAX25],easy,2,2
[MAX[MAX53]6],[MAX53],easy,2,2
[SM[MAX41]0],[MAX41],easy,2,2
[MAX[MAX15]9],[MAX15],easy,2,2
[MIN0[MAX44]],[MAX44],easy,2,2
[MIN7[MAX85]],[MAX85],easy,2,2
[MIN0[MAX69]],[MAX69],easy,2,2
[MAX[MAX35]5],[MAX35],easy,2,2
[MAX[MIN97]5],[MIN97],easy,2,2
[MAX[MIN20]8],[MIN20],easy,2,2
[SM1[MIN69]],[MIN69],easy,2,2
[MAX0[SM68]],[SM68],easy,2,2
[MIN7[SM59]],[SM59],easy,2,2
[MAX3[MIN49]],[MIN49],easy,2,2
[SM[MIN62]4],[MIN62],easy,2,2
[MAX[MAX75]0],[MAX75],easy,2,2
[SM[MAX65]5],[MAX65],easy,2,2
[SM[MIN87]9],[MIN87],easy,2,2
[MAX[MAX19]8],[MAX19],easy,2,2
[MIN5[SM08]],[SM08],easy,2,2
[MAX[MAX97]9],[MAX97],easy,2,2
[MIN2[SM48]],[SM48],easy,2,2
[SM[SM66]4],[SM66],easy,2,2
[SM4[MAX30]],[MAX30],easy,2,2
[SM[MIN01]8],[MIN01],easy,2,2
[MAX3[MIN32]],[MIN32],easy,2,2
[SM6[MIN20]],[MIN20],easy,2,2
[MIN9[MAX02]],[MAX02],easy,2,2
[MAX6[MAX07]],[MAX07],easy,2,2
[MIN[SM13]4],[SM13],easy,2,2
[MIN3[SM13]],[SM13],easy,2,2
[SM[SM69]1],[SM69],easy,2,2
[MIN6[SM22]],[SM22],easy,2,2
[SM[MIN19]6],[MIN19],easy,2,2
[MIN7[MAX44]],[MAX44],easy,2,2
[MAX7[SM36]],[SM36],easy,2,2
[SM[SM62]6],[SM62],easy,2,2
[MAX5[MIN90]],[MIN90],easy,2,2
[MIN0[SM11]],[SM11],easy,2,2
[MAX5[MIN58]],[MIN58],easy,2,2
[MAX2[MAX64]],[MAX64],easy,2,2
[SM0[SM39]],[SM39],easy,2,2
[MIN[MIN98]7],[MIN98],easy,2,2
[MAX[SM52]6],[SM52],easy,2,2
[SM3[SM97]],[SM97],easy,2,2
[SM[SM91]3],[SM91],easy,2,2
[MIN2[MIN16]],[MIN16],easy,2,2
[MAX[MAX34]1],[MAX34],easy,2,2
[MIN[MIN92]0],[MIN92],easy,2,2
[MIN[MAX38]5],[MAX38],easy,2,2
[SM[MAX31]0],[MAX31],easy,2,2
[SM[MAX52]4],[MAX52],easy,2,2
[SM2[SM72]],[SM72],easy,2,2
[MAX6[SM98]],[SM98],easy,2,2
[MIN[MIN21]9],[MIN21],easy,2,2
[MIN3[SM45]],[SM45],easy,2,2
[SM[MIN81]1],[MIN81],easy,2,2
[MIN5[MIN39]],[MIN39],easy,2,2
[SM[MIN56]3],[MIN56],easy,2,2
[SM[MAX87]2],[MAX87],easy,2,2
[MAX[SM34]3],[SM34],easy,2,2
[MAX[MIN51]7],[MIN51],easy,2,2
[MAX5[MAX85]],[MAX85],easy,2,2
[MIN7[SM47]],[SM47],easy,2,2
[MIN[SM20]1],[SM20],easy,2,2
[MAX[MAX98]5],[MAX98],easy,2,2
[SM3[MAX47]],[MAX47],easy,2,2
[MAX[MAX80]7],[MAX80],easy,2,2
[SM0[MIN81]],[MIN81],easy,2,2
[MIN7[MAX59]],[MAX59],easy,2,2
[MAX6[MIN58]],[MIN58],easy,2,2
[MAX1[MAX72]],[MAX72],easy,2,2
[MIN6[MIN76]],[MIN76],easy,2,2
[MAX[MAX83]8],[MAX83],easy,2,2
[MIN2[MIN83]],[MIN83],easy,2,2
[MIN[MAX80]2],[MAX80],easy,2,2
[MIN[SM62]4],[SM62],easy,2,2
[MIN8[SM64]],[SM64],easy,2,2
[SM[MAX42]6],[MAX42],easy,2,2
[MIN7[MAX27]],[MAX27],easy,2,2
[MAX7[MIN24]],[MIN24],easy,2,2
[MIN3[MAX31]],[MAX31],easy,2,2
[MIN2[MAX42]],[MAX42],easy,2,2
[MIN7[MAX36]],[MAX36],easy,2,2
[SM[MIN45]3],[MIN45],easy,2,2
[MAX[MIN83]4],[MIN83],easy,2,2
[SM[MIN71]7],[MIN71],easy,2,2
[MAX[SM26]8],[SM26],easy,2,2
[SM4[MIN58]],[MIN58],easy,2,2
[SM2[MIN79]],[MIN79],easy,2,2
[MAX[MIN13]6],[MIN13],easy,2,2
[MAX[MAX62]7],[MAX62],easy,2,2
[MIN3[MIN02]],[MIN02],easy,2,2
[MAX[MIN96]2],[MIN96],easy,2,2
[MAX[MIN99]0],[MIN99],easy,2,2
[MAX0[MAX46]],[MAX46],easy,2,2
[MAX6[MIN96]],[MIN96],easy,2,2
[MIN1[MAX33]],[MAX33],easy,2,2
[MIN[SM52]9],[SM52],easy,2,2
[MIN[MIN01]3],[MIN01],easy,2,2
[MAX[MIN72]4],[MIN72],easy,2,2
[MIN[MIN81]0],[MIN81],easy,2,2
[MIN9[MIN55]],[MIN55],easy,2,2
[SM[MAX83]5],[MAX83],easy,2,2
[SM[MAX62]5],[MAX62],easy,2,2
[SM2[MAX47]],[MAX47],easy,2,2
[MAX[MIN52]0],[MIN52],easy,2,2
[SM6[MIN26]],[MIN26],easy,2,2
[MIN4[SM75]],[SM75],easy,2,2
[SM6[MAX21]],[MAX21],easy,2,2
[SM7[MAX12]],[MAX12],easy,2,2
[MIN9[SM81]],[SM81],easy,2,2
[MAX[MAX55]3],[MAX55],easy,2,2
[MIN2[MAX69]],[MAX69],easy,2,2
[MAX1[SM50]],[SM50],easy,2,2
[MIN8[SM35]],[SM35],easy,2,2
[MIN9[MAX68]],[MAX68],easy,2,2
[SM[MAX09]3],[MAX09],easy,2,2
[MIN[MIN14]6],[MIN14],easy,2,2
[MAX3[MIN48]],[MIN48],easy,2,2
[SM9[MAX13]],[MAX13],easy,2,2
[MIN2[SM91]],[SM91],easy,2,2
[SM[MAX78]8],[MAX78],easy,2,2
[SM8[MAX10]],[MAX10],easy,2,2
[SM0[MAX36]],[MAX36],easy,2,2
[MIN5[SM24]],[SM24],easy,2,2
[MAX[SM50]5],[SM50],easy,2,2
[MIN[SM58]9],[SM58],easy,2,2
[MIN1[MAX50]],[MAX50],easy,2,2
[MIN5[MIN07]],[MIN07],easy,2,2
[SM5[SM51]],[SM51],easy,2,2
[MAX6[MIN57]],[MIN57],easy,2,2
[MAX0[SM65]],[SM65],easy,2,2
[MAX4[MIN26]],[MIN26],easy,2,2
[SM[SM83]7],[SM83],easy,2,2
[SM1[MIN71]],[MIN71],easy,2,2
[MAX6[SM87]],[SM87],easy,2,2
[MAX3[MIN53]],[MIN53],easy,2,2
[MIN[SM61]0],[SM61],easy,2,2
[SM0[MIN41]],[MIN41],easy,2,2
[SM[MIN12]7],[MIN12],easy,2,2
[MIN[MIN83]1],[MIN83],easy,2,2
[SM3[MAX57]],[MAX57],easy,2,2
[MAX[SM52]5],[SM52],easy,2,2
[MIN[SM93]3],[SM93],easy,2,2
[MAX1[SM46]],[SM46],easy,2,2
[SM[SM65]9],[SM65],easy,2,2
[MAX1[MAX17]],[MAX17],easy,2,2
[MAX7[SM57]],[SM57],easy,2,2
[MAX6[MAX62]],[MAX62],easy,2,2
[MIN[MIN75]1],[MIN75],easy,2,2
[MAX[MAX98]4],[MAX98],easy,2,2
[MIN[MAX37]9],[MAX37],easy,2,2
[MAX[MIN75]0],[MIN75],easy,2,2
[MAX[SM15]1],[SM15],easy,2,2
[MIN9[MAX33]],[MAX33],easy,2,2
[MIN4[SM03]],[SM03],easy,2,2
[MAX6[SM07]],[SM07],easy,2,2
[SM[MIN86]8],[MIN86],easy,2,2
[MIN[SM24]3],[SM24],easy,2,2
[SM[MAX02]7],[MAX02],easy,2,2
[SM[MAX80]4],[MAX80],easy,2,2
[SM0[MAX51]],[MAX51],easy,2,2
[MIN7[SM12]],[SM12],easy,2,2
[MAX[SM45]0],[SM45],easy,2,2
[MAX5[SM93]],[SM93],easy,2,2
[MAX[SM14]1],[SM14],easy,2,2
[SM[MIN57]1],[MIN57],easy,2,2
[SM1[MAX92]],[MAX92],easy,2,2
[MIN[SM20]5],[SM20],easy,2,2
[MAX[MIN64]8],[MIN64],easy,2,2
[MAX[SM23]7],[SM23],easy,2,2
[SM[MAX32]8],[MAX32],easy,2,2
[MIN[MIN45]7],[MIN45],easy,2,2
[MIN[MIN06]9],[MIN06],easy,2,2
[MIN9[SM70]],[SM70],easy,2,2
[MIN[MIN72]4],[MIN72],easy,2,2
[MAX5[MIN35]],[MIN35],easy,2,2
[MIN4[MAX35]],[MAX35],easy,2,2
[MAX8[SM87]],[SM87],easy,2,2
[MAX0[MIN87]],[MIN87],easy,2,2
[MIN3[SM15]],[SM15],easy,2,2
[SM[MAX60]3],[MAX60],easy,2,2
[MAX[MIN19]8],[MIN19],easy,2,2
[SM2[MIN50]],[MIN50],easy,2,2
[MAX[MAX10]3],[MAX10],easy,2,2
[MAX[MIN29]0],[MIN29],easy,2,2
[SM[MAX50]0],[MAX50],easy,2,2
[MAX[MIN91]3],[MIN91],easy,2,2
[SM3[SM51]],[SM51],easy,2,2
[SM[MIN37]3],[MIN37],easy,2,2
[MIN[MAX91]1],[MAX91],easy,2,2
[MIN[MIN81]9],[MIN81],easy,2,2
[MIN[MIN87]8],[MIN87],easy,2,2
[MAX[SM55]6],[SM55],easy,2,2
[SM4[SM00]],[SM00],easy,2,2
[MIN4[SM38]],[SM38],easy,2,2
[MAX[MIN35]6],[MIN35],easy,2,2
[SM0[MAX79]],[MAX79],easy,2,2
[SM[MIN06]4],[MIN06],easy,2,2
[SM[MAX66]9],[MAX66],easy,2,2
[MAX[SM62]9],[SM62],easy,2,2
[SM4[MIN71]],[MIN71],easy,2,2
[MIN9[SM56]],[SM56],easy,2,2
[SM[MIN22]7],[MIN22],easy,2,2
[MAX[SM42]9],[SM42],easy,2,2
[MIN[SM27]1],[SM27],easy,2,2
[MIN9[MIN20]],[MIN20],easy,2,2
[MAX[MIN44]0],[MIN44],easy,2,2
[SM[MAX36]7],[MAX36],easy,2,2
[SM9[MIN32]],[MIN32],easy,2,2
[MIN8[MAX16]],[MAX16],easy,2,2
[SM6[MIN23]],[MIN23],easy,2,2
[MAX0[SM10]],[SM10],easy,2,2
[SM2[MAX64]],[MAX64],easy,2,2
[SM[SM72]2],[SM72],easy,2,2
[MIN6[MIN37]],[MIN37],easy,2,2
[MIN5[MIN63]],[MIN63],easy,2,2
[MIN[SM73]1],[SM73],easy,2,2
[SM1[SM56]],[SM56],easy,2,2
[SM[SM96]1],[SM96],easy,2,2
[MIN7[MIN04]],[MIN04],easy,2,2
[SM7[SM34]],[SM34],easy,2,2
[MAX[MAX78]0],[MAX78],easy,2,2
[SM[SM51]5],[SM51],easy,2,2
[MAX5[MAX34]],[MAX34],easy,2,2
[MIN7[MAX92]],[MAX92],easy,2,2
[SM[MIN10]5],[MIN10],easy,2,2
[SM4[SM56]],[SM56],easy,2,2
[MIN0[MIN31]],[MIN31],easy,2,2
[MAX[SM38]7],[SM38],easy,2,2
[SM[MAX85]8],[MAX85],easy,2,2
[MIN4[MAX79]],[MAX79],easy,2,2
[MAX3[MIN52]],[MIN52],easy,2,2
[SM8[SM65]],[SM65],easy,2,2
[MIN4[MAX29]],[MAX29],easy,2,2
[MAX6[MIN13]],[MIN13],easy,2,2
[MAX0[MAX29]],[MAX29],easy,2,2
[MAX[SM84]0],[SM84],easy,2,2
[MAX[MAX66]3],[MAX66],easy,2,2
[SM[MIN48]2],[MIN48],easy,2,2
[MIN[MIN09]5],[MIN09],easy,2,2
[MAX0[MIN79]],[MIN79],easy,2,2
[SM[SM34]5],[SM34],easy,2,2
[MAX[MAX04]5],[MAX04],easy,2,2
[MAX[MIN66]6],[MIN66],easy,2,2
[MAX[SM60]7],[SM60],easy,2,2
[MAX[MAX44]3],[MAX44],easy,2,2
[MAX[MAX87]5],[MAX87],easy,2,2
[MIN[MIN80]9],[MIN80],easy,2,2
[MAX0[MAX93]],[MAX93],easy,2,2
[MIN[SM44]4],[SM44],easy,2,2
[SM[MIN27]6],[MIN27],easy,2,2
[MAX1[SM82]],[SM82],easy,2,2
[MIN[MIN86]7],[MIN86],easy,2,2
[SM[MIN71]9],[MIN71],easy,2,2
[SM[MIN98]0],[MIN98],easy,2,2
[MAX7[MAX43]],[MAX43],easy,2,2
[MAX2[MIN92]],[MIN92],easy,2,2
[MIN1[SM66]],[SM66],easy,2,2
[MIN[MIN71]4],[MIN71],easy,2,2
[MAX[MIN55]5],[MIN55],easy,2,2
[MAX9[MIN96]],[MIN96],easy,2,2
[MIN5[MAX90]],[MAX90],easy,2,2
[MAX9[SM78]],[SM78],easy,2,2
[MIN[MIN38]9],[MIN38],easy,2,2
[SM[MIN81]5],[MIN81],easy,2,2
[SM[SM13]6],[SM13],easy,2,2
[SM[MIN20]7],[MIN20],easy,2,2
[SM[MAX69]4],[MAX69],easy,2,2
[SM[SM78]7],[SM78],easy,2,2
[MAX[MAX91]5],[MAX91],easy,2,2
[MAX2[SM29]],[SM29],easy,2,2
[MAX8[SM00]],[SM00],easy,2,2
[MIN[MIN24]6],[MIN24],easy,2,2
[SM9[SM38]],[SM38],easy,2,2
[SM[SM42]0],[SM42],easy,2,2
[SM2[SM24]],[SM24],easy,2,2
[MAX[SM41]2],[SM41],easy,2,2
[MIN[MAX48]9],[MAX48],easy,2,2
[MIN6[SM45]],[SM45],easy,2,2
[SM[SM93]8],[SM93],easy,2,2
[SM[SM15]0],[SM15],easy,2,2
[SM1[SM99]],[SM99],easy,2,2
[MAX4[SM83]],[SM83],easy,2,2
[MAX[MIN94]4],[MIN94],easy,2,2
[SM[MAX95]7],[MAX95],easy,2,2
[SM7[SM15]],[SM15],easy,2,2
[SM1[MIN73]],[MIN73],easy,2,2
[MAX4[SM43]],[SM43],easy,2,2
[MIN[MIN22]5],[MIN22],easy,2,2
[MIN[MAX68]8],[MAX68],easy,2,2
[MIN8[MAX10]],[MAX10],easy,2,2
[MAX[MIN46]3],[MIN46],easy,2,2
[MAX5[SM29]],[SM29],easy,2,2
[SM[MAX11]0],[MAX11],easy,2,2
[MAX1[MIN55]],[MIN55],easy,2,2
[SM5[SM24]],[SM24],easy,2,2
[MAX[MAX24]5],[MAX24],easy,2,2
[MIN[SM47]5],[SM47],easy,2,2
[MIN6[SM04]],[SM04],easy,2,2
[MIN7[SM33]],[SM33],easy,2,2
[SM1[MIN50]],[MIN50],easy,2,2
[SM[MIN28]0],[MIN28],easy,2,2
[SM[SM24]7],[SM24],easy,2,2
[MAX[MIN92]0],[MIN92],easy,2,2
[MIN[MAX30]9],[MAX30],easy,2,2
[SM8[SM80]],[SM80],easy,2,2
[MAX2[MAX00]],[MAX00],easy,2,2
[MAX[MIN04]9],[MIN04],easy,2,2
[MAX[MIN43]1],[MIN43],easy,2,2
[SM7[SM80]],[SM80],easy,2,2
[MIN6[MIN19]],[MIN19],easy,2,2
[MIN0[MAX71]],[MAX71],easy,2,2
[SM[SM95]0],[SM95],easy,2,2
[SM3[SM29]],[SM29],easy,2,2
[MIN[MAX78]5],[MAX78],easy,2,2
[MIN[MIN77]7],[MIN77],easy,2,2
[MIN1[MAX44]],[MAX44],easy,2,2
[SM9[MIN67]],[MIN67],easy,2,2
[SM3[SM14]],[SM14],easy,2,2
[SM[MIN38]5],[MIN38],easy,2,2
[MIN5[MAX56]],[MAX56],easy,2,2
[MIN[SM73]9],[SM73],easy,2,2
[MIN6[SM14]],[SM14],easy,2,2
[SM0[MAX90]],[MAX90],easy,2,2
[MIN3[SM42]],[SM42],easy,2,2
[MIN8[SM72]],[SM72],easy,2,2
[SM[MIN05]8],[MIN05],easy,2,2
[SM[MIN70]5],[MIN70],easy,2,2
[MAX[SM38]1],[SM38],easy,2,2
[SM3[MIN66]],[MIN66],easy,2,2
[MAX3[MAX92]],[MAX92],easy,2,2
[MAX9[MAX15]],[MAX15],easy,2,2
[MIN3[MIN46]],[MIN46],easy,2,2
[MAX9[MAX66]],[MAX66],easy,2,2
[SM1[SM51]],[SM51],easy,2,2
[MIN9[SM64]],[SM64],easy,2,2
[MIN2[MAX64]],[MAX64],easy,2,2
[SM8[MIN17]],[MIN17],easy,2,2
[SM5[MAX06]],[MAX06],easy,2,2
[MAX[MAX72]0],[MAX72],easy,2,2
[MIN[MAX06]4],[MAX06],easy,2,2
[SM5[MIN20]],[MIN20],easy,2,2
[SM8[SM31]],[SM31],easy,2,2
[MAX1[MAX85]],[MAX85],easy,2,2
[MAX[MIN42]1],[MIN42],easy,2,2
[MIN[MIN61]0],[MIN61],easy,2,2
[MIN[SM26]2],[SM26],easy,2,2
[MAX5[SM21]],[SM21],easy,2,2
[SM[MIN56]8],[MIN56],easy,2,2
[SM[MAX42]9],[MAX42],easy,2,2
[MIN[SM22]1],[SM22],easy,2,2
[MIN1[MIN19]],[MIN19],easy,2,2
[SM0[SM78]],[SM78],easy,2,2
[MAX2[SM34]],[SM34],easy,2,2
[MAX6[SM24]],[SM24],easy,2,2
[SM[MAX11]5],[MAX11],easy,2,2
[MIN1[MIN27]],[MIN27],easy,2,2
[MIN[SM08]7],[SM08],easy,2,2
[SM[SM94]3],[SM94],easy,2,2
[MIN2[MAX37]],[MAX37],easy,2,2
[MIN6[MIN12]],[MIN12],easy,2,2
[SM5[MAX61]],[MAX61],easy,2,2
[MAX1[MIN62]],[MIN62],easy,2,2
[MIN[SM74]4],[SM74],easy,2,2
[SM5[SM50]],[SM50],easy,2,2
[MAX6[MIN68]],[MIN68],easy,2,2
[MAX3[MIN24]],[MIN24],easy,2,2
[MAX[SM33]4],[SM33],easy,2,2
[SM[SM20]8],[SM20],easy,2,2
[MIN7[SM57]],[SM57],easy,2,2
[SM9[MIN09]],[MIN09],easy,2,2
[MAX8[MIN09]],[MIN09],easy,2,2
[SM[MIN59]5],[MIN59],easy,2,2
[SM[SM51]0],[SM51],easy,2,2
[MAX2[MIN31]],[MIN31],easy,2,2
[SM7[SM33]],[SM33],easy,2,2
[SM[MIN36]9],[MIN36],easy,2,2
[SM[SM86]4],[SM86],easy,2,2
[MIN[MIN03]7],[MIN03],easy,2,2
[MIN8[SM60]],[SM60],easy,2,2
[SM[MAX08]9],[MAX08],easy,2,2
[MIN[MAX82]4],[MAX82],easy,2,2
[MAX8[SM95]],[SM95],easy,2,2
[MAX8[SM53]],[SM53],easy,2,2
[MAX[SM89]5],[SM89],easy,2,2
[MAX3[MIN90]],[MIN90],easy,2,2
[MIN[MAX89]7],[MAX89],easy,2,2
[MIN5[MIN92]],[MIN92],easy,2,2
[MIN2[SM84]],[SM84],easy,2,2
[MIN8[MIN15]],[MIN15],easy,2,2
[MAX0[MIN95]],[MIN95],easy,2,2
[SM[MIN60]8],[MIN60],easy,2,2
[MIN4[MIN61]],[MIN61],easy,2,2
[MIN[MAX78]8],[MAX78],easy,2,2
[MAX[MAX94]5],[MAX94],easy,2,2
[MAX[SM09]7],[SM09],easy,2,2
[MIN3[MIN11]],[MIN11],easy,2,2
[MAX[MAX54]7],[MAX54],easy,2,2
[SM4[MAX28]],[MAX28],easy,2,2
[MAX[MAX79]9],[MAX79],easy,2,2
[SM[MAX61]1],[MAX61],easy,2,2
[MIN[MAX48]7],[MAX48],easy,2,2
[MAX6[MIN65]],[MIN65],easy,2,2
[MIN[MAX10]4],[MAX10],easy,2,2
[MIN[MIN27]5],[MIN27],easy,2,2
[MAX[MIN21]3],[MIN21],easy,2,2
[MIN[SM50]9],[SM50],easy,2,2
[MIN[MIN03]4],[MIN03],easy,2,2
[MIN[SM17]0],[SM17],easy,2,2
[SM[MAX87]4],[MAX87],easy,2,2
[MIN4[SM34]],[SM34],easy,2,2
[MIN6[MAX29]],[MAX29],easy,2,2
[MIN[MAX70]7],[MAX70],easy,2,2
[SM[SM31]1],[SM31],easy,2,2
