X,Y,nesting,num_operands,extra
(-48*a*x++75*a*x),+27*a*x,1,2,no
(-28*y+-39*y),-67*y,1,2,no
(+67*x-50*x),+17*x,1,2,no
91*a*b*y,$,1,1,no
(-5*x+26*x),+21*x,1,2,no
(+71*x*y+19*x*y),+90*x*y,1,2,no
(-34*a*x+39*a*x),+5*a*x,1,2,no
(+67*x*y-37*x*y),+30*x*y,1,2,no
(+24*y-13*y),+11*y,1,2,no
(+22*y++87*y),+9*y,1,2,no
(+35*a*b*x*y-24*a*b*x*y),+11*a*b*x*y,1,2,no
(+11*a*b*x*y-11*a*b*x*y),+0*x*y*a*b,1,2,no
(-84*a*b*x*y+24*a*b*x*y),-60*a*b*x*y,1,2,no
+-66*a*b*x,$,1,1,no
-45*a*y,$,1,1,no
(-94*x*y+64*x*y),-30*x*y,1,2,no
-11*a*x*y,$,1,1,no
(-49*a*b*x-14*a*b*x),-63*a*b*x,1,2,no
(-77*x*y+90*x*y),+13*x*y,1,2,no
(-45*b*y++23*b*y),-22*b*y,1,2,no
(+36*a*b*x*y+75*a*b*x*y),+11*a*b*x*y,1,2,no
(-74*a*b*x-28*a*b*x),-2*a*b*x,1,2,no
(+20*a*b*x*y-56*a*b*x*y),-36*a*b*x*y,1,2,no
(-26*a*b*x*y-13*a*b*x*y),-39*a*b*x*y,1,2,no
(+7*b*x+68*b*x),+75*b*x,1,2,no
(-59*b*y-55*b*y),-14*b*y,1,2,no
+15*x,$,1,1,no
+-99*b*x*y,$,1,1,no
-21*a*x,$,1,1,no
+51*x,$,1,1,no
(+21*x*y+49*x*y),+70*x*y,1,2,no
(-39*x*y-84*x*y),-23*x*y,1,2,no
-14*x,$,1,1,no
(+28*a*y+7*a*y),+35*a*y,1,2,no
-19*a*y,$,1,1,no
(-47*x*y+83*x*y),+36*x*y,1,2,no
(+63*x-87*x),-24*x,1,2,no
(+38*a*y++28*a*y),+66*a*y,1,2,no
(-6*x*y+78*x*y),+72*x*y,1,2,no
(+12*b*x*y-98*b*x*y),-86*b*x*y,1,2,no
(-38*b*x*y-92*b*x*y),-30*b*x*y,1,2,no
(-90*x-78*x),-68*x,1,2,no
(+18*a*b*y-23*a*b*y),-5*a*b*y,1,2,no
+-88*a*b*x*y,$,1,1,no
(-25*y-61*y),-86*y,1,2,no
(-70*y-37*y),-7*y,1,2,no
(-48*b*x*y-38*b*x*y),-86*b*x*y,1,2,no
(-92*x*y+-96*x*y),-88*x*y,1,2,no
(+12*x+92*x),+4*x,1,2,no
(-56*a*x*y-71*a*x*y),-27*a*x*y,1,2,no
(+22*a*x*y-2*a*x*y),+20*a*x*y,1,2,no
(-31*x+94*x),+63*x,1,2,no
(+68*a*b*x*y-15*a*b*x*y),+53*a*b*x*y,1,2,no
(+11*a*b*x*y+92*a*b*x*y),+3*a*b*x*y,1,2,no
(-52*y+98*y),+46*y,1,2,no
(+14*a*x*y-11*a*x*y),+3*a*x*y,1,2,no
(-92*a*y-98*a*y),-90*a*y,1,2,no
(+40*b*x+-52*b*x),-12*b*x,1,2,no
78*b*x,$,1,1,no
(+76*y++90*y),+66*y,1,2,no
(-9*y++5*y),-4*y,1,2,no
(+14*b*x*y-16*b*x*y),-2*b*x*y,1,2,no
(-24*b*x*y-26*b*x*y),-50*b*x*y,1,2,no
(+16*a*b*x*y-36*a*b*x*y),-20*a*b*x*y,1,2,no
(-40*y+67*y),+27*y,1,2,no
14*b*y,$,1,1,no
(-2*x-2*x),-4*x,1,2,no
(+59*y+41*y),+0*y,1,2,no
(+a*x*y+40*a*x*y),+41*a*x*y,1,2,no
(-63*x*y-42*x*y),-5*x*y,1,2,no
(+21*a*b*x*y+47*a*b*x*y),+68*a*b*x*y,1,2,no
(-14*a*b*x*y-85*a*b*x*y),-99*a*b*x*y,1,2,no
(+98*a*b*x+-9*a*b*x),+89*a*b*x,1,2,no
+17*a*y,$,1,1,no
(-36*x*y++4*x*y),-32*x*y,1,2,no
+38*a*y,$,1,1,no
(+67*x*y++64*x*y),+31*x*y,1,2,no
+2*a*x,$,1,1,no
+27*a*b*y,$,1,1,no
+70*a*y,$,1,1,no
-86*a*b*x*y,$,1,1,no
+28*a*x*y,$,1,1,no
(+23*x*y-30*x*y),-7*x*y,1,2,no
(+18*a*b*x*y+87*a*b*x*y),+5*a*b*x*y,1,2,no
79*a*b*x,$,1,1,no
(+55*x+-7*x),+48*x,1,2,no
+48*a*x*y,$,1,1,no
(-75*x+-62*x),-37*x,1,2,no
(-91*a*b*x*y+28*a*b*x*y),-63*a*b*x*y,1,2,no
(-23*b*x*y+8*b*x*y),-15*b*x*y,1,2,no
(-14*a*b*x*y-13*a*b*x*y),-27*a*b*x*y,1,2,no
(+91*x-92*x),-x,1,2,no
(-40*x*y+13*x*y),-27*x*y,1,2,no
(+56*a*x*y+24*a*x*y),+80*a*x*y,1,2,no
(+6*a*y+12*a*y),+18*a*y,1,2,no
(+13*x-65*x),-52*x,1,2,no
+-45*a*y,$,1,1,no
(+47*b*x+3*b*x),+50*b*x,1,2,no
(+60*x*y-97*x*y),-37*x*y,1,2,no
-90*x,$,1,1,no
(+30*a*x*y+10*a*x*y),+40*a*x*y,1,2,no
(-3*a*b*x*y+30*a*b*x*y),+27*a*b*x*y,1,2,no
(+71*x-28*x),+43*x,1,2,no
10*a*b*x,$,1,1,no
(+72*a*y+76*a*y),+48*a*y,1,2,no
(-a*b*x*y-a*b*x*y),-2*a*b*x*y,1,2,no
82*a*x,$,1,1,no
(+45*x*y++30*x*y),+75*x*y,1,2,no
(-67*x-83*x),-50*x,1,2,no
(-41*y+22*y),-19*y,1,2,no
(+40*x*y-13*x*y),+27*x*y,1,2,no
(-44*a*y-41*a*y),-85*a*y,1,2,no
(-25*a*b*x*y+-a*b*x*y),-26*a*b*x*y,1,2,no
91*b*x,$,1,1,no
(+32*a*b*x*y+36*a*b*x*y),+68*a*b*x*y,1,2,no
(+55*b*x*y+60*b*x*y),+15*b*x*y,1,2,no
(-84*x*y+27*x*y),-57*x*y,1,2,no
(-33*a*b*y-52*a*b*y),-85*a*b*y,1,2,no
(+28*x*y-50*x*y),-22*x*y,1,2,no
-88*b*x*y,$,1,1,no
(+29*b*x*y+8*b*x*y),+37*b*x*y,1,2,no
+6*a*b*y,$,1,1,no
(+61*x*y+19*x*y),+80*x*y,1,2,no
(-27*y+25*y),-2*y,1,2,no
(+67*y+77*y),+44*y,1,2,no
+24*b*x,$,1,1,no
(-a*b*y+46*a*b*y),+45*a*b*y,1,2,no
+17*a*b*x,$,1,1,no
(+98*a*x+5*a*x),+3*a*x,1,2,no
(-9*x*y-36*x*y),-45*x*y,1,2,no
(-79*b*y+6*b*y),-73*b*y,1,2,no
(-39*a*b*x*y-2*a*b*x*y),-41*a*b*x*y,1,2,no
(+36*x*y++39*x*y),+75*x*y,1,2,no
(+53*a*b*x*y+45*a*b*x*y),+98*a*b*x*y,1,2,no
-20*a*b*y,$,1,1,no
(-25*b*x*y+48*b*x*y),+23*b*x*y,1,2,no
(-86*b*y-96*b*y),-82*b*y,1,2,no
(+60*x++88*x),+48*x,1,2,no
(-21*a*b*x++2*a*b*x),-19*a*b*x,1,2,no
(+89*x*y-51*x*y),+38*x*y,1,2,no
(+15*b*x*y+35*b*x*y),+50*b*x*y,1,2,no
(+95*b*x+13*b*x),+8*b*x,1,2,no
+11*a*x*y,$,1,1,no
(-29*a*x+0*x*a),-29*a*x,1,2,no
(-55*a*b*x-23*a*b*x),-78*a*b*x,1,2,no
(+54*a*b*x++38*a*b*x),+92*a*b*x,1,2,no
(+0*y*a*b-53*a*b*y),-53*a*b*y,1,2,no
(-55*x*y-52*x*y),-7*x*y,1,2,no
(-98*a*b*y-8*a*b*y),-6*a*b*y,1,2,no
(+46*a*b*x*y+-15*a*b*x*y),+31*a*b*x*y,1,2,no
-75*y,$,1,1,no
(+31*a*x*y+7*a*x*y),+38*a*x*y,1,2,no
-72*a*b*x*y,$,1,1,no
(+38*a*b*y+87*a*b*y),+25*a*b*y,1,2,no
(-88*a*b*x*y-47*a*b*x*y),-35*a*b*x*y,1,2,no
(-3*a*b*x+11*a*b*x),+8*a*b*x,1,2,no
56*b*x,$,1,1,no
(+24*a*b*y+70*a*b*y),+94*a*b*y,1,2,no
(+82*a*b*y+92*a*b*y),+74*a*b*y,1,2,no
+-52*a*x,$,1,1,no
(-6*a*b*x*y+-7*a*b*x*y),-13*a*b*x*y,1,2,no
(+41*x*y-5*x*y),+36*x*y,1,2,no
(-54*x*y-69*x*y),-23*x*y,1,2,no
(-42*y-32*y),-74*y,1,2,no
(-94*a*b*x*y-18*a*b*x*y),-12*a*b*x*y,1,2,no
+74*x*y,$,1,1,no
(+68*x*y+-71*x*y),-3*x*y,1,2,no
(-64*x*y-68*x*y),-32*x*y,1,2,no
(+62*x*y-22*x*y),+40*x*y,1,2,no
(+78*x*y+70*x*y),+48*x*y,1,2,no
(-97*x*y+-10*x*y),-7*x*y,1,2,no
49*a*y,$,1,1,no
(-9*a*b*x*y-68*a*b*x*y),-77*a*b*x*y,1,2,no
(-80*x++69*x),-11*x,1,2,no
(+b*y-27*b*y),-26*b*y,1,2,no
(-72*y+59*y),-13*y,1,2,no
(+x*y-83*x*y),-82*x*y,1,2,no
(-51*x*y-71*x*y),-22*x*y,1,2,no
(+6*b*x-27*b*x),-21*b*x,1,2,no
(+4*x*y-33*x*y),-29*x*y,1,2,no
36*b*y,$,1,1,no
(-95*a*b*x*y+-43*a*b*x*y),-38*a*b*x*y,1,2,no
(-47*a*b*x*y+97*a*b*x*y),+50*a*b*x*y,1,2,no
-71*x,$,1,1,no
(+31*x*y+51*x*y),+82*x*y,1,2,no
(-91*x*y+28*x*y),-63*x*y,1,2,no
+89*a*x*y,$,1,1,no
(-19*a*b*x+0*x*a*b),-19*a*b*x,1,2,no
(+70*b*x+52*b*x),+22*b*x,1,2,no
(-33*a*b*x*y-a*b*x*y),-34*a*b*x*y,1,2,no
71*b*x*y,$,1,1,no
(+49*a*b*x+19*a*b*x),+68*a*b*x,1,2,no
(-76*a*b*x*y+72*a*b*x*y),-4*a*b*x*y,1,2,no
(+31*x*y-22*x*y),+9*x*y,1,2,no
(+10*b*x+14*b*x),+24*b*x,1,2,no
(-92*x*y+68*x*y),-24*x*y,1,2,no
(-31*b*x*y-11*b*x*y),-42*b*x*y,1,2,no
(-18*b*y+-37*b*y),-55*b*y,1,2,no
(-28*x+36*x),+8*x,1,2,no
(+18*a*x*y+21*a*x*y),+39*a*x*y,1,2,no
62*a*b*x,$,1,1,no
(-15*a*x*y-8*a*x*y),-23*a*x*y,1,2,no
(-48*y++35*y),-13*y,1,2,no
(-84*b*x*y+9*b*x*y),-75*b*x*y,1,2,no
(+48*x-8*x),+40*x,1,2,no
(-30*x+82*x),+52*x,1,2,no
+36*b*x,$,1,1,no
(-29*y-97*y),-26*y,1,2,no
66*b*y,$,1,1,no
(-46*a*x*y-12*a*x*y),-58*a*x*y,1,2,no
(+81*x*y+9*x*y),+90*x*y,1,2,no
(-99*x-77*x),-76*x,1,2,no
(+5*a*b*y++63*a*b*y),+68*a*b*y,1,2,no
(-31*a*b*y+66*a*b*y),+35*a*b*y,1,2,no
-68*a*b*x,$,1,1,no
(+42*x*y-33*x*y),+9*x*y,1,2,no
(+48*b*x+10*b*x),+58*b*x,1,2,no
(-42*b*y-97*b*y),-39*b*y,1,2,no
(-68*x++98*x),+30*x,1,2,no
(+23*b*x*y-64*b*x*y),-41*b*x*y,1,2,no
+-35*a*y,$,1,1,no
(+30*x-97*x),-67*x,1,2,no
(+3*b*x*y-44*b*x*y),-41*b*x*y,1,2,no
(-48*a*b*x+27*a*b*x),-21*a*b*x,1,2,no
(+75*x*y++91*x*y),+66*x*y,1,2,no
(+69*x*y-29*x*y),+40*x*y,1,2,no
(-73*x*y-66*x*y),-39*x*y,1,2,no
(-80*x*y+6*x*y),-74*x*y,1,2,no
(-79*x+45*x),-34*x,1,2,no
(+44*x*y-9*x*y),+35*x*y,1,2,no
41*b*x*y,$,1,1,no
(-32*b*y-86*b*y),-18*b*y,1,2,no
(+21*a*b*x-69*a*b*x),-48*a*b*x,1,2,no
-29*a*x*y,$,1,1,no
(+48*b*x*y+24*b*x*y),+72*b*x*y,1,2,no
(+27*a*b*y+21*a*b*y),+48*a*b*y,1,2,no
(+52*x*y++3*x*y),+55*x*y,1,2,no
(-18*b*x*y+-59*b*x*y),-77*b*x*y,1,2,no
(-70*b*x-58*b*x),-28*b*x,1,2,no
(-26*a*b*x-37*a*b*x),-63*a*b*x,1,2,no
(+32*a*x+24*a*x),+56*a*x,1,2,no
(-82*a*b*x+-44*a*b*x),-26*a*b*x,1,2,no
(+87*x+47*x),+34*x,1,2,no
(+73*x*y+-94*x*y),-21*x*y,1,2,no
(+84*x*y+77*x*y),+61*x*y,1,2,no
(-29*y+74*y),+45*y,1,2,no
(-31*a*b*x*y+3*a*b*x*y),-28*a*b*x*y,1,2,no
(+5*y-43*y),-38*y,1,2,no
(+76*x-62*x),+14*x,1,2,no
(+68*a*x*y++12*a*x*y),+80*a*x*y,1,2,no
(+27*a*b*x-37*a*b*x),-10*a*b*x,1,2,no
(+64*a*b*x+67*a*b*x),+31*a*b*x,1,2,no
(+82*x*y+46*x*y),+28*x*y,1,2,no
(+0*x*y+-16*x*y),-16*x*y,1,2,no
(-2*x*y+33*x*y),+31*x*y,1,2,no
(+39*a*x*y+15*a*x*y),+54*a*x*y,1,2,no
+35*a*b*y,$,1,1,no
(-75*x+10*x),-65*x,1,2,no
(-53*x*y-28*x*y),-81*x*y,1,2,no
(+50*a*x+43*a*x),+93*a*x,1,2,no
(-6*a*b*y-58*a*b*y),-64*a*b*y,1,2,no
-45*a*b*x,$,1,1,no
-76*a*b*y,$,1,1,no
(+45*x*y++26*x*y),+71*x*y,1,2,no
+41*a*b*x*y,$,1,1,no
(+29*a*b*x+-15*a*b*x),+14*a*b*x,1,2,no
(-31*x*y-32*x*y),-63*x*y,1,2,no
(-30*y+-71*y),-y,1,2,no
(+34*a*x-33*a*x),+a*x,1,2,no
(+75*x*y+-3*x*y),+72*x*y,1,2,no
+65*x,$,1,1,no
(-32*x*y+-10*x*y),-42*x*y,1,2,no
(+57*x-66*x),-9*x,1,2,no
(+92*x+-57*x),+35*x,1,2,no
14*b*x,$,1,1,no
(+43*x-88*x),-45*x,1,2,no
(+11*a*b*x*y+49*a*b*x*y),+60*a*b*x*y,1,2,no
+-68*b*y,$,1,1,no
(+65*a*x*y+a*x*y),+66*a*x*y,1,2,no
(+92*x*y+-65*x*y),+27*x*y,1,2,no
92*b*x*y,$,1,1,no
(-64*a*b*x-5*a*b*x),-69*a*b*x,1,2,no
(+67*y-49*y),+18*y,1,2,no
(-21*y+68*y),+47*y,1,2,no
(+45*x*y+2*x*y),+47*x*y,1,2,no
(+49*x*y-37*x*y),+12*x*y,1,2,no
(+75*x++18*x),+93*x,1,2,no
(+53*a*b*x*y+59*a*b*x*y),+12*a*b*x*y,1,2,no
(+6*x*y-81*x*y),-75*x*y,1,2,no
(+17*a*b*x+-6*a*b*x),+11*a*b*x,1,2,no
(+22*a*b*x*y-11*a*b*x*y),+11*a*b*x*y,1,2,no
(-79*x*y-37*x*y),-16*x*y,1,2,no
(+53*y+47*y),+0*y,1,2,no
(-2*y++47*y),+45*y,1,2,no
(+39*a*x*y+38*a*x*y),+77*a*x*y,1,2,no
(+40*b*x*y++44*b*x*y),+84*b*x*y,1,2,no
(-13*x+-55*x),-68*x,1,2,no
(-40*a*y+0*y*a),-40*a*y,1,2,no
(+28*x*y-84*x*y),-56*x*y,1,2,no
(+14*x*y-77*x*y),-63*x*y,1,2,no
(-53*a*b*y+8*a*b*y),-45*a*b*y,1,2,no
(+97*x*y-3*x*y),+94*x*y,1,2,no
37*b*y,$,1,1,no
(+66*x++20*x),+86*x,1,2,no
(+36*b*x*y+11*b*x*y),+47*b*x*y,1,2,no
(-51*a*y-18*a*y),-69*a*y,1,2,no
(+16*b*x*y+18*b*x*y),+34*b*x*y,1,2,no
(-81*x*y+98*x*y),+17*x*y,1,2,no
(-16*x*y+0*x*y),-16*x*y,1,2,no
(+75*x*y+0*x*y),+75*x*y,1,2,no
(+24*a*y-99*a*y),-75*a*y,1,2,no
(-33*a*b*x*y+-23*a*b*x*y),-56*a*b*x*y,1,2,no
(+54*x++22*x),+76*x,1,2,no
(-71*x*y++44*x*y),-27*x*y,1,2,no
(+29*x+5*x),+34*x,1,2,no
(+93*x-63*x),+30*x,1,2,no
(+8*a*b*x+6*a*b*x),+14*a*b*x,1,2,no
(+78*y+96*y),+74*y,1,2,no
-99*b*y,$,1,1,no
(-86*a*b*x*y-2*a*b*x*y),-88*a*b*x*y,1,2,no
(-14*a*b*x*y+37*a*b*x*y),+23*a*b*x*y,1,2,no
(+94*x-58*x),+36*x,1,2,no
(+24*a*b*x*y+24*a*b*x*y),+48*a*b*x*y,1,2,no
-75*b*x,$,1,1,no
(-90*x*y-93*x*y),-83*x*y,1,2,no
+58*y,$,1,1,no
(+77*x*y-87*x*y),-10*x*y,1,2,no
-54*x,$,1,1,no
(-14*x*y+97*x*y),+83*x*y,1,2,no
+23*y,$,1,1,no
(-59*y+41*y),-18*y,1,2,no
(+16*x*y+30*x*y),+46*x*y,1,2,no
(+64*a*y+70*a*y),+34*a*y,1,2,no
(+5*x+93*x),+98*x,1,2,no
(+24*b*x*y+54*b*x*y),+78*b*x*y,1,2,no
(+42*y-25*y),+17*y,1,2,no
+-84*b*x,$,1,1,no
(+13*a*b*x+2*a*b*x),+15*a*b*x,1,2,no
(+23*x*y+-32*x*y),-9*x*y,1,2,no
(-67*a*b*x*y+13*a*b*x*y),-54*a*b*x*y,1,2,no
(-19*a*b*x*y++16*a*b*x*y),-3*a*b*x*y,1,2,no
+89*b*x,$,1,1,no
(+35*a*y+5*a*y),+40*a*y,1,2,no
(-28*x-51*x),-79*x,1,2,no
(-27*b*x*y-33*b*x*y),-60*b*x*y,1,2,no
(-28*a*x*y-5*a*x*y),-33*a*x*y,1,2,no
82*b*y,$,1,1,no
-98*a*x,$,1,1,no
(+85*x-51*x),+34*x,1,2,no
(+25*y+70*y),+95*y,1,2,no
(+94*x+42*x),+36*x,1,2,no
(-36*x*y+44*x*y),+8*x*y,1,2,no
(-94*y-73*y),-67*y,1,2,no
(-67*x+15*x),-52*x,1,2,no
(-15*a*b*y+-62*a*b*y),-77*a*b*y,1,2,no
(-58*a*b*x*y+44*a*b*x*y),-14*a*b*x*y,1,2,no
(-8*b*x-96*b*x),-4*b*x,1,2,no
(-35*a*y-25*a*y),-60*a*y,1,2,no
(+24*x+-75*x),-51*x,1,2,no
+43*x*y,$,1,1,no
(-57*a*x-25*a*x),-82*a*x,1,2,no
(+20*a*b*y+0*y*a*b),+20*a*b*y,1,2,no
(+6*x-61*x),-55*x,1,2,no
(-12*a*x*y-91*a*x*y),-3*a*x*y,1,2,no
11*b*x,$,1,1,no
2*a*b*x*y,$,1,1,no
(-48*a*x*y-87*a*x*y),-35*a*x*y,1,2,no
(-60*a*b*x*y++79*a*b*x*y),+19*a*b*x*y,1,2,no
(-20*a*x-29*a*x),-49*a*x,1,2,no
(+34*a*b*x*y++38*a*b*x*y),+72*a*b*x*y,1,2,no
97*a*b*y,$,1,1,no
(-19*y+6*y),-13*y,1,2,no
(-4*a*y-70*a*y),-74*a*y,1,2,no
(-35*a*b*x*y+15*a*b*x*y),-20*a*b*x*y,1,2,no
(-38*a*b*x-52*a*b*x),-90*a*b*x,1,2,no
(+78*x*y+12*x*y),+90*x*y,1,2,no
(+79*a*x++78*a*x),+57*a*x,1,2,no
(-70*y-36*y),-6*y,1,2,no
+-48*a*x,$,1,1,no
(+15*y-8*y),+7*y,1,2,no
(+63*x*y-97*x*y),-34*x*y,1,2,no
(+37*b*x+4*b*x),+41*b*x,1,2,no
(-41*x*y+16*x*y),-25*x*y,1,2,no
(+65*x*y++22*x*y),+87*x*y,1,2,no
18*a*x*y,$,1,1,no
(+32*x*y-21*x*y),+11*x*y,1,2,no
(+88*a*b*x++46*a*b*x),+34*a*b*x,1,2,no
(+13*a*b*x*y-54*a*b*x*y),-41*a*b*x*y,1,2,no
(+21*a*b*x+23*a*b*x),+44*a*b*x,1,2,no
(+65*a*b*y+27*a*b*y),+92*a*b*y,1,2,no
(-75*y+87*y),+12*y,1,2,no
(-58*y+18*y),-40*y,1,2,no
+79*x*y,$,1,1,no
(-67*x-87*x),-54*x,1,2,no
+76*x,$,1,1,no
(-26*x*y-34*x*y),-60*x*y,1,2,no
(+92*b*x*y+36*b*x*y),+28*b*x*y,1,2,no
55*a*b*x,$,1,1,no
(+7*a*b*x*y+46*a*b*x*y),+53*a*b*x*y,1,2,no
(+28*y-92*y),-64*y,1,2,no
(+60*x-70*x),-10*x,1,2,no
(-52*y+92*y),+40*y,1,2,no
+79*b*x,$,1,1,no
(+48*a*x*y-50*a*x*y),-2*a*x*y,1,2,no
(+22*x*y-99*x*y),-77*x*y,1,2,no
(-44*a*x*y-64*a*x*y),-8*a*x*y,1,2,no
(-7*a*b*y+69*a*b*y),+62*a*b*y,1,2,no
38*b*x,$,1,1,no
(-65*x*y++69*x*y),+4*x*y,1,2,no
(+76*a*b*y+82*a*b*y),+58*a*b*y,1,2,no
(-44*b*y-68*b*y),-12*b*y,1,2,no
(-59*x*y++5*x*y),-54*x*y,1,2,no
(-20*x+59*x),+39*x,1,2,no
(+46*x*y-15*x*y),+31*x*y,1,2,no
(-91*x*y-62*x*y),-53*x*y,1,2,no
(+75*y-76*y),-y,1,2,no
(+37*a*b*x*y-39*a*b*x*y),-2*a*b*x*y,1,2,no
-61*a*b*x*y,$,1,1,no
(+73*a*b*y+50*a*b*y),+23*a*b*y,1,2,no
(-98*y+29*y),-69*y,1,2,no
(-28*a*b*y-26*a*b*y),-54*a*b*y,1,2,no
(+70*x*y+-x*y),+69*x*y,1,2,no
(+99*a*b*x*y++46*a*b*x*y),+45*a*b*x*y,1,2,no
(+82*a*b*y+49*a*b*y),+31*a*b*y,1,2,no
(-2*x*y+-94*x*y),-96*x*y,1,2,no
(+60*x*y+7*x*y),+67*x*y,1,2,no
+60*b*x*y,$,1,1,no
(-25*a*y-15*a*y),-40*a*y,1,2,no
(-b*y-19*b*y),-20*b*y,1,2,no
-94*a*b*y,$,1,1,no
(+72*a*y++14*a*y),+86*a*y,1,2,no
(+3*a*b*y+45*a*b*y),+48*a*b*y,1,2,no
(-8*x*y-74*x*y),-82*x*y,1,2,no
(-14*a*b*x+27*a*b*x),+13*a*b*x,1,2,no
(+23*a*y-16*a*y),+7*a*y,1,2,no
(-26*a*x-27*a*x),-53*a*x,1,2,no
(+22*a*b*x-a*b*x),+21*a*b*x,1,2,no
+-65*a*b*x*y,$,1,1,no
(+60*a*y+8*a*y),+68*a*y,1,2,no
(+17*x*y-71*x*y),-54*x*y,1,2,no
(+24*b*x*y-3*b*x*y),+21*b*x*y,1,2,no
(-61*x*y+-27*x*y),-88*x*y,1,2,no
(-94*a*b*x*y+60*a*b*x*y),-34*a*b*x*y,1,2,no
(-23*x*y+15*x*y),-8*x*y,1,2,no
(-78*b*y-95*b*y),-73*b*y,1,2,no
(-68*x*y++12*x*y),-56*x*y,1,2,no
(+9*x*y-27*x*y),-18*x*y,1,2,no
(-78*a*b*x*y-95*a*b*x*y),-73*a*b*x*y,1,2,no
(-41*x*y+-93*x*y),-34*x*y,1,2,no
53*a*x,$,1,1,no
(+79*x+21*x),+0*x,1,2,no
(-23*x*y-20*x*y),-43*x*y,1,2,no
(-39*a*x*y-11*a*x*y),-50*a*x*y,1,2,no
(-11*y-24*y),-35*y,1,2,no
(-25*a*x*y-38*a*x*y),-63*a*x*y,1,2,no
(-14*x*y++33*x*y),+19*x*y,1,2,no
(-73*a*b*x*y-a*b*x*y),-74*a*b*x*y,1,2,no
(-96*x++55*x),-41*x,1,2,no
(-21*a*b*x+-18*a*b*x),-39*a*b*x,1,2,no
(+4*x*y-46*x*y),-42*x*y,1,2,no
(-26*a*x-74*a*x),+0*x*a,1,2,no
(-44*x*y+25*x*y),-19*x*y,1,2,no
(+25*a*b*x-5*a*b*x),+20*a*b*x,1,2,no
(-72*x*y+38*x*y),-34*x*y,1,2,no
(-64*x-32*x),-96*x,1,2,no
(-43*a*b*x+-50*a*b*x),-93*a*b*x,1,2,no
(-75*x*y+42*x*y),-33*x*y,1,2,no
(+90*y+-17*y),+73*y,1,2,no
+64*a*x,$,1,1,no
(-37*y+21*y),-16*y,1,2,no
76*a*x*y,$,1,1,no
(-76*a*b*x*y-47*a*b*x*y),-23*a*b*x*y,1,2,no
(+72*a*b*x*y+35*a*b*x*y),+7*a*b*x*y,1,2,no
(+47*a*y+47*a*y),+94*a*y,1,2,no
(-49*x+42*x),-7*x,1,2,no
-82*a*x*y,$,1,1,no
(-91*a*b*x*y-20*a*b*x*y),-11*a*b*x*y,1,2,no
(+39*x+53*x),+92*x,1,2,no
(+76*x*y+-8*x*y),+68*x*y,1,2,no
-17*x*y,$,1,1,no
(-20*x-49*x),-69*x,1,2,no
(+36*b*x*y+68*b*x*y),+4*b*x*y,1,2,no
(-46*x+21*x),-25*x,1,2,no
(+45*a*b*x*y++92*a*b*x*y),+37*a*b*x*y,1,2,no
(-15*a*b*x*y+16*a*b*x*y),+a*b*x*y,1,2,no
(-15*b*x-15*b*x),-30*b*x,1,2,no
(-30*x*y-17*x*y),-47*x*y,1,2,no
(-15*a*b*x+22*a*b*x),+7*a*b*x,1,2,no
(+44*x+51*x),+95*x,1,2,no
(-54*x*y+58*x*y),+4*x*y,1,2,no
(+46*a*y+20*a*y),+66*a*y,1,2,no
(-63*x*y-70*x*y),-33*x*y,1,2,no
(-49*x*y-42*x*y),-91*x*y,1,2,no
+10*a*b*x*y,$,1,1,no
+-74*a*x,$,1,1,no
(-53*a*x*y-55*a*x*y),-8*a*x*y,1,2,no
(+66*x+28*x),+94*x,1,2,no
(-95*x+50*x),-45*x,1,2,no
(-96*y++2*y),-94*y,1,2,no
(+7*x+49*x),+56*x,1,2,no
(+31*a*y-64*a*y),-33*a*y,1,2,no
-49*a*b*y,$,1,1,no
-18*y,$,1,1,no
+42*x,$,1,1,no
(+46*x*y+84*x*y),+30*x*y,1,2,no
(-57*a*b*x++0*x*a*b),-57*a*b*x,1,2,no
(-62*a*b*x*y-21*a*b*x*y),-83*a*b*x*y,1,2,no
(-76*x*y-74*x*y),-50*x*y,1,2,no
(+74*y-51*y),+23*y,1,2,no
(+57*x*y-49*x*y),+8*x*y,1,2,no
(+17*y-86*y),-69*y,1,2,no
+62*x,$,1,1,no
-51*a*b*x,$,1,1,no
(-10*a*b*y-3*a*b*y),-13*a*b*y,1,2,no
(+30*a*b*x*y-61*a*b*x*y),-31*a*b*x*y,1,2,no
(+66*b*x*y+30*b*x*y),+96*b*x*y,1,2,no
(+25*a*b*x*y+89*a*b*x*y),+14*a*b*x*y,1,2,no
(-8*b*x+-65*b*x),-73*b*x,1,2,no
(+47*x*y+x*y),+48*x*y,1,2,no
(-48*x*y+-66*x*y),-14*x*y,1,2,no
(-51*x+66*x),+15*x,1,2,no
(+56*a*b*x*y+28*a*b*x*y),+84*a*b*x*y,1,2,no
75*b*x,$,1,1,no
(+38*a*x+98*a*x),+36*a*x,1,2,no
(-59*x*y-82*x*y),-41*x*y,1,2,no
+85*a*y,$,1,1,no
-86*x,$,1,1,no
-63*a*b*x,$,1,1,no
(-6*x*y++41*x*y),+35*x*y,1,2,no
(+36*x++40*x),+76*x,1,2,no
(-35*x*y+3*x*y),-32*x*y,1,2,no
(+96*a*x*y-18*a*x*y),+78*a*x*y,1,2,no
+15*a*y,$,1,1,no
(-63*a*x-20*a*x),-83*a*x,1,2,no
